song_id;genre;title;artist;lyrics
19254;Βαλς;Το τρελό καρναβάλι;Τσανακλίδου Τάνια;Στο τρελό καρναβάλι η ρόδα γυρίζει γελάει δακρύζει ο κόσμος χαλά Στο τρελό καρναβάλι παλιάτσους θυμίζει που μας ξεγελάνε με κόλπα παλιά Στο τρελό καρναβάλι ο κόσμος χαζεύει στους δρόμους χορεύει κι η μπάντα χτυπά Στο τρελό καρναβάλι ζωές μασκαρεύει παλιάτσους γυρεύει να πιάσουν δουλειά. Μια ζωή καρναβάλι μ ιππότες και μάσκες με μάγους και κλόουν στολίζεται η γη Μια ζωή φορτωμένη εφιάλτες και κράχτες τρελοί και μεγάλοι τραβούν το σχοινί Στο τρελό καρναβάλι σαν κλόουν γυρίζω γελάω δακρύζω μαθαίνω πολλά Στο τρελό καρναβάλι τις νύχτες ελπίζω πως όλα θαλλάξουν στον κόσμο ξανά Σήκω πάνω καρδιά μου και χόρεψε πάλι οι πίκρες κι οι πόνοι να φύγουν μακριά Σήκω πάνω καρδιά μου μη σκύβεις και πάλι όλα είναι ένα ψέμα μεγάλη ψευτιά. Σήκω πάνω μα γύρνα αλλού το κεφάλι κορόιδο ο παλιάτσος σε πιάνει ξανά.
15090;Ποπ;Γεια σου Μαρία;Σαρμπέλ;"First off she's a lady And this is a ladies' world Man, she drives them crazy Dancing like a cheeky girl All eyes on Μαρία No lie, she's the bomb Oh my, they all wanna see her All wanna be the lucky one Shake it up, shake it up, there you go Oh oh... Γεια σου Μαρία Turn around, bring it down, go slow Heads up, Lord have mercy Shake it up, shake it up, there you go Oh oh... Γεια σου Μαρία Ai ai ai... there she goes Μαρία Γεια σου Μαρία Moves like Aphrodite So high above the rest Smooth like Cleopatra An angel in a devil's dress Her hips, lust in motion Her lips, red like wine She is the heart of attention Probably should mention She's mine... Shake it up, shake it up, there you go ... Μαρία, Μαρία, Γεια σου Μαρία Μαρία, Μαρία ................................................................................................ Να τη που περνάει και πέφτει πανικός Να τη που γελάει και ανοίγει ο ουρανός. Κοιτούν τη Μαρία ρωτούν πως τα πάει και εγώ να μη το ξεχάσω να τους το πω πως μ αγαπάει. Shake it up, shake it up There you go, οh οhh Yassou Maria Turn around, bring it down Go slow, heads up Lord have mercy Shake it up, shake it up There you go, οh οhh Yassou Maria Ay, Ay, Ay, there she goes Maria! Yassou Maria Σαν την Αφροδίτη σκοτώνει με ματιές Σαν την Κλεοπάτρα να ρίχνει λάδι στις φωτιές Ρωτούν τη Μαρία να πει για ποιον πονάει Κι αυτή στο κέντρο του κόσμου έγινε το φως μου μ αγαπάει."
19534;Bossa Νova;Την Κυριακή το βράδυ;Βάνου Τζένη;Εδώ στην μικρή γειτονιά μας Που λύπες περνάμε πολλές Ξεχνάμε τα βάσανά μας Μονάχα τις Κυριακές Την Κυριακή το βράδυ Έχει γιορτή μεγάλη Η φτωχογειτονιά Την Κυριακή το βράδυ Εκεί μες στο σκοτάδι Στην ίδια την γωνιά Ξεχνούν τα βάσανά τους Φορούν τα γιορτινά τους Κορίτσια και παιδιά Εδώ στην μικρή γειτονιά μας Που οι νύχτες περνούν σκοτεινές Για μόνη παρηγοριά μας Μας μένουν οι Κυριακές
822;Ελληνική μπαλάντα;Προτιμώ;Βίσση ’ννα;"Ειλικρινά πες μου τι αισθάνεσαι όταν με βλέπεις ξαφνικά, Δε θες να μ'αγκαλιάσεις, να με φιλήσεις, να μου πεις να προσπαθήσουμε πάλι; Αν όχι λυπάμαι δεν το αντέχω και θέλω να σου πω ένα μονάχα Προτιμώ να μη μιλάμε, Προτιμώ να με βλέπεις και ν'αλλάζεις γωνία, Προτιμώ να πιστεύεις ότι ήσουν για μένα μια τυχαία ιστορία. Προτιμώ να μη μιλάμε, Προτιμώ να με βλέπεις και ν'αλλάζεις γωνία, Προτιμώ να πιστεύεις για μένα τα χειρότερα. Όμως να 'μαστε φίλοι, να 'μαστε φίλοι Και να σου φέρομαι πολιτισμένα, Να υποκρίνομαι πολιτισμένα, Να λέω ψέματα πολιτισμένα, Δε θα το 'αντεχα, δε θα το άντεχα. Ειλικρινά πες μου αν είναι αλήθεια αυτό που ακούγεται, Ότι με βλέπεις φιλικά και ότι αισθάνεσαι για μένα τρυφερά, μα τώρα πια σου λείπει για μένα το πάθος. Αν είναι έτσι λυπάμαι δεν το αντέχω και θέλω να σου πω ένα μονάχα Προτιμώ να μη μιλάμε, Προτιμώ να με βλέπεις και ν'αλλάζεις γωνία, Προτιμώ να πιστεύεις ότι ήσουν για μένα μια τυχαία ιστορία. Προτιμώ να μη μιλάμε, Προτιμώ να με βλέπεις και ν'αλλάζεις γωνία, Προτιμώ να πιστεύεις για μένα τα χειρότερα. Όμως να 'μαστε φίλοι, να 'μαστε φίλοι Και να σου φέρομαι πολιτισμένα, Να υποκρίνομαι πολιτισμένα, Να λέω ψέματα πολιτισμένα, Δε θα το 'αντεχα, δε θα το άντεχα. Προτιμώ να μη μιλάμε, Προτιμώ να με βλέπεις και ν'αλλάζεις γωνία, Προτιμώ να πιστεύεις ότι ήσουν για μένα μια τυχαία ιστορία. Προτιμώ να μη μιλάμε, Προτιμώ να με βλέπεις και ν'αλλάζεις γωνία, Προτιμώ να πιστεύεις για μένα τα χειρότερα. (x2) Προτιμώ να μη μιλάμε..."
2533;Μπαλάντα;Τότε θα φύγω;Βίσση ’ννα;Αν δω ποτέ μες στη ματιά σου πως έχεις κουραστεί κι αν η αλυσίδα που μας δένει έγινε μια κλωστή αν δω πως στένεψαν οι δρόμοι και δύο δε χωρούν κι αν τα δυο χείλη σου τ αντίο να πούνε δεν μπορούν ναι Τότε θα φύγω έστω για λίγο τη δύναμη θα βρω τότε άφησέ με και ξέχασέ με χάρη θα σ το χρωστώ Αν σου έχω γίνει μια συνήθεια και πια δε μ αγαπάς κι αν τα καλύτερα μας χρόνια ανώφελα σκορπάς Αν δω ατέλειωτες και άδειες πως γίναν οι νυχτιές κι αν τόσες πίκρες δεν αφήνουν να δούμε τις χαρές ναι Τότε θα φύγω έστω για λίγο τη δύναμη θα βρω τότε άφησέ με και ξέχασέ με χάρη θα σ το χρωστώ
16599;Tango;Οκτώ τηλεφωνήματα;Πασχάλης;Οκτώ τηλεφωνήματα το εικοσιτετράωρο και λόγια του αέρα μες το σύρμα Οι όρκοι και τα κλάματα πεθαίνουν τα χαράματα εσύ στο σ αγαπώ κι εγώ στο πείσμα Κι ας πούμε πως γυρίζω ας πούμε λέω πως ένα ναι σου λέω το τελευταίο Δεν πρόκειται ν αλλάξεις και χαρακτήρα το λέει η πείρα το λέει η πείρα Οκτώ Σαββατοκύριακα ξυπνώ με το παράπονο με σπρώχνει η μοναξιά στην ανηφόρα Και κάθε πέντε βήματα με ζώνουν τα διλήμματα μπροστά εσύ και πίσω η κατηφόρα Κι ας πούμε πως γυρίζω ας πούμε λέω πως ένα ναι σου λέω το τελευταίο δεν πρόκειται ν αλλάξεις Και χαρακτήρα το λέει η πείρα το λέει η πείρα
9094;Τάνγκο;Δυο ζωές;Μαχαιρίτσας Λαυρέντης;"Έχω στα δόντια το λαιμό σου βγαίνει απ' τα χείλια μου η φωνή σου στο στόμα παίρνω τον σφυγμό σου χτυπάει μέσα μου η ζωή σου. Δεν ήξερα που να σε πάω δεν ήξερες πως να μ' αφήσεις εγώ ήθελα να σ' αγαπάω κι εσύ ήθελες μόνο να ζήσεις. Μάτια από δάκρυα φτιαγμένα τα χέρια μου κάνουν θηλιές αν φύγεις τώρα από μένα θα ζήσεις άλλες δυο ζωές. Θα σ' αγαπάω κάθε μέρα και θα 'μαι χώρια, μακριά θα 'χω σωθεί από την τρέλα θα 'χεις γλιτώσει απ`τη φωτιά. Δεν ήξερα που να σε πάω δεν ήξερες πως να μ' αφήσεις εγώ ήθελα να σ' αγαπάω κι εσύ ήθελες μόνο να ζήσεις. Μάτια από δάκρυα φτιαγμένα τα χέρια μου κάνουν θηλιές αν φύγεις τώρα από μένα θα ζήσεις άλλες δύο ζωές."
109;Ελληνικό χιπ χοπ;Πριν σε γνωρίσω;Stavento;"Πριν σε γνωρίσω ήμουνα σπίθα έτοιμη να σβήσει μάτι που κράταγε το δάκρυ,ο αέρας μη το δει και το βρομίσει δύσκολη λύση για των ανθρώπων τα εύκολα και λεία πιο εύκoλη για όλα τα ξέκολα εύκολα ξέκοβα,γρήγορα έφευγα λογαριασμό δεν έπαιρνα,λογαριασμό δεν έδινα φοβόμουνα μη γίνω γάιδαρος δεμένος ή μη ξεμείνω σε μπαμπέσας κελί φυλακισμένος Πριν σε γνωρίσω ήμουνα κραγιόν σε χάρτινο γιακά τα πάντα τα βαριόμουνα και όλα τα σιχαινόμουνα Πριν σε γνωρίσω τίποτα δεν έπαιρνα στα σοβαρά ποτέ μου δεν δενόμουνα και όλα τα απαρνιόμουνα Ότι δεν έδωσες, δώστο σε μένανε και ότι δεν έδωσα το΄χω για σένανε Νύχτες ατέλειωτες εγώ περίμενα κοίτα να μη βρεθείς στα κακώς κείμενα Πριν σε γνωρίσω ήμουνα αγκάθι έτοιμο να τρυπήσει γιατί με τούτα που έβλεπα σου λέω είχα απηυδήσει σίδερο που η φωτιά δε μπόρεσε να λυγίσει δέντρο που άφηνε οτιδήποτε πάνω του να καθίσει αναξιόπιστος για αξιόπιστες,κακός γαμπρός για νύφες ευκολόπιστες παράνοια μέσα στα λογικά τους πλαίσια και κάπως έτσι νόμιζα πως πέρναγα θεσπέσια για κοίτα όμως που τούτα όλα εδώ τα πληρώνω και πλάι σου,ότι είχα κάνει ένα-ένα ξεχρεώνω τώρα πάνω σου αφήνω σημάδια,δεν έχουν τέλος τα βράδια και αποζητάω μονάχα πρωτοφανέρωτα χάδια Ότι δεν έδωσες, δώστο σε μένανε και ότι δεν έδωσα το΄χω για σένανε Νύχτες ατελείωτες εγώ περίμενα κοίτα να μη βρεθείς στα κακώς κείμενα Πριν σε γνωρίσω δήλωνα ανικανοποίητος σχεδόν αμίλητος,θρασύς και πικρομίλητος κοίτα τι έπαθα τώρα μου έχεις γλυκάνει το στόμα και όταν δεν είσαι πλάι μου γίνομαι ένα με το χώμα (λιώμα) δε ξέρω αν είναι εντάξει αυτά που παθαίνω πριν σε γνωρίσω ανήκουστο εγώ να σωπαίνω πες μου τι γίνεται εδώ,ψυχή μου τα΄χω χαμένα βγάζω και ανασφάλειες,πες μου τι νιώθεις για μένα ; Πριν σε γνωρίσω τίποτα δεν είχε ουσία τελικά τσάμπα περιπλανιόμουνα και άδικα χανόμουνα Πριν σε γνωρίσω χώραγα σου λέω παντού και πουθενά τώρα απλά κατάλαβα πως πλάι σου παίρνω φωτιά Ότι δεν έδωσες, δώστο σε μένανε και ότι δεν έδωσα το΄χω για σένανε Νύχτες ατέλειωτες εγώ περίμενα κοίτα να μη βρεθείς στα κακώς κείμενα!"
2859;Ρεμπέτικο;Απόψε φίλα με;Καζαντζίδης Στέλιος;Απόψε είναι πια για μας η νύχτα η τελευταία απόψε μείνε ως το πρωί και κάνε μου παρέα Απόψε φίλα με να με χορτάσεις αύριο φεύγω και θα με χάσεις απόψε φίλα με κι αγκάλιασέ με αύριο φεύγω λησμόνησέ με Θα πάρω πια τα μάτια μου Κι όπου με βγάλει η άκρη Θα φύγω και θα με ζητάς Θα κλαις με μαύρο δάκρυ Απόψε φίλα με να με χορτάσεις αύριο φεύγω και θα με χάσεις απόψε φίλα με κι αγκάλιασέ με αύριο φεύγω λησμόνησέ με Του χωρισμού μας αύριο η μέρα ξημερώνει η άτυχη αγάπη μας απόψε τελειώνει Απόψε φίλα με να με χορτάσεις αύριο φεύγω και θα με χάσεις
1091;Ελληνική μπαλάντα;Στάσου;Οικονομόπουλος Νίκος;Τα όνειρα γεννιούνται απ' τα όνειρα Οι έρωτες γεννιούνται απ' την αγάπη Τα μάτια παίρνουν χρώμα από τα μάτια Και εσύ κάνεις πως δεν καταλαβαίνεις... Στάσου έχεις ανάψει μια φωτιά και σημαδεύεις μια καρδιά Με όπλο τα δυο μάτια σου... Στάσου πες μου αν έχεις αισθανθεί αγάπη έρωτα εσύ Στα ανούσια τα βράδια σου Σε ρωτάω μα εσύ δεν απαντάς Με έχεις κάνει υποψήφιο εραστή της μοναξιάς !!! Τα δάκρυα γεννιούνται απ' τα αισθήματα Και η χαρά γεννιέται από το πόνο Όμως τα λόγια είναι εκείνα που σκοτώνουν Και εσύ κάνεις πως δεν καταλαβαίνεις... Στάσου έχεις ανάψει μια φωτιά και σημαδεύεις μια καρδιά Με όπλο τα δυο μάτια σου... Στάσου πες μου αν έχεις αισθανθεί αγάπη έρωτα εσύ Στα ανούσια τα βράδια σου Σε ρωτάω μα εσύ δεν απαντάς Με έχεις κάνει υποψήφιο εραστή της μοναξιάς !!!
24369;Δημοτικό;Τι να σε κάνω γαλανή;Βιτάλη Ελένη;"Τι να σε κάνω γαλανή, να γίνεις μαυρομάτα να λεν' χαρά στα νιάτα Να σε ζηλεύω κούκλα μου, να σε ρωτώ στη στράτα να σε ρωτώ στη στράτα Τι, τι, τι μωρό μου, τι Μη με ζηλεύεις, μάτια μου, και μη ρωτάς στη στράτα και μη ρωτάς στη στράτα Εγώ θα γίνω ταίρι σου, θα γίνω μαυρομάτα να λεν' χαρά στα νιάτα Τι, τι, τι μωρό μου, τι"
31458;Δημοτικό;Η Ξανθή;Γούναρης Νίκος;"Στην άκρη στο γιαλό, γιαλό, στο περιγιάλι, ψάρια ψάρευε η Ξανθή κι ήταν σαν ανθός π' ανθεί. Εψάρευε αστακούς, εψάρευε λαρδάκια κι όπως έσκυβε η Ξανθή, ήταν σαν ανθός π' ανθεί. Στ' αγκίστρι της τσιμπά, μπαρμπούνι με μουστάκια κι ήταν όμορφη η Ξανθή, έτσι σαν ανθός π' ανθεί. Την είδαν στο γιαλό και νιοι και γεροντάκια κι είπαν μοιάζει η Ξανθή τριαντάφυλλο π' ανθεί."
167;Ελληνικό Ραπ;Τώρα;Lava;"Lava! Μπαίνω στο κλαμπ και όλα μέσα παίρνουν φωτιά Χώνω το ραπ και βλέπω όλα τα χέρια ψηλά Είναι ρυθμός που βγαίνει πάντα μέσα απ την καρδιά Και σε κουνάει δυνατά δεξιά κι αριστερά Μισό λεπτό, στο βάθος βλέπω κάτι καυτό Είναι θεά, νομίζω ότι πάω να τρελαθώ Έχει πολλά που θα με κάνουν να ερωτευτώ Απόψε η νύχτα πλημμυρίζει μουσική και ποτό Είναι νωρίς ακόμα, τώρα αρχίζει το πάρτι Και στο μυαλό μου τώρα έχω εσένα στυλάτη Όλοι οι δικοί μου λένε «μην κοιτάς, κάνε κάτι» Έχω κολλήσει μαζί σου, φταίει το πράσινο μάτι Σε βλέπω πίνεις δυο γουλιές, ξέρω ήρθε η ώρα Μωρό μου, άσε τις ντροπές, έχω πάρει μια φόρα Σε θέλω τώρα, με θες, ας το μάθει ολ' η χωρα Δε με νοιάζει τι λες, εγώ σε θέλω εδώ και τώρα Τώρα, θέλω το πρώτο σου φιλί Τώρα, σε θέλω ακόμα πιο πολύ Τώρα, με καίει κάθε σου ματιά (άρχισε το πάρτι κι είναι ακόμα μεσάνυχτα) Τώρα, θέλω το πρώτο σου φιλί Τώρα, σε θέλω ακόμα πιο πολύ Τώρα, με καίει κάθε σου ματιά Ναι.. Είναι το ραπ μου καυτό Πώς, πώς; Είναι το ραπ μου καυτό Γι αυτό μπες στο ρυθμό Απόψε θέλω να δω Απόψε θέλω να πιω Είναι ο Lava ξανά Δε θα πας πουθενά Φιλιά πολλά μου στέλνει μια γλυκιά κοπελιά Σε δυο λεπτά της λέω ότι της πάν τα λευκά Λίγο μετά έχουμ ανάψει για τα καλά Είναι κορμιά που θέλουνε να πάρουν τώρα φωτιά Χέρια ψηλά, θέλω να βλέπω χέρια ψηλά Πάμε παιδιά χορεύουμ όλοι όπως παλιά Πάμε μπροστά, στηρίζουμε τη φάση απλά Θέλω τα χέρια να κουνιούνται δεξιά κι αριστερά Και τέλεια, τέλεια, τέλεια Όλα παν καλά Τίποτα, τίποτα, τίποτα Δε μας σταματά Νιώσε το ρυθμό Είναι ωραία τα πράγματα ’ρχισε το παρτί κι είναι ακόμα μεσάνυχτα.. Τώρα, θέλω το πρώτο σου φιλί Τώρα, σε θέλω ακόμα πιο πολύ Τώρα, με καίει κάθε σου ματιά (άρχισε το πάρτι κι είναι ακόμα μεσάνυχτα) Τώρα, θέλω το πρώτο σου φιλί Τώρα, σε θέλω ακόμα πιο πολύ Τώρα, με καίει κάθε σου ματιά (άρχισε το πάρτι κι είναι ακόμα μεσάνυχτα) Μην κοιτάς, κάνε κάτι Έχει περάσει η ώρα Όλοι στο πάρτι χορεύουν Μέσα στο κλαμπ όλα παίζουν Κάνε την κίνηση τώρα Πριν απλά χαθούν όλα Πες μου κάτι επιτέλους Εγώ σε θέλω εδώ και τώρα Τώρα, θέλω το πρώτο σου φιλί Τώρα, σε θέλω ακόμα πιο πολύ Τώρα, με καίει κάθε σου ματιά (άρχισε το πάρτι κι είναι ακόμα μεσάνυχτα) Τώρα, θέλω το πρώτο σου φιλί Τώρα, σε θέλω ακόμα πιο πολύ Τώρα, με καίει κάθε σου ματιά (άρχισε το πάρτι κι είναι ακόμα μεσάνυχτα).. Τώρα!!! ’ρχισε το πάρτι κι ήταν τότε μεσάνυχτα"
11483;Μπαλάντα;Wooden horse ( Περιπλάνηση);Νταλάρας Γιώργος;"One day I 'll dare to touch the stars and tear this fragile world apart, proud of my pain I 'll show my scars and bleed this tender wounded heart. I 'll make my mind, I 'll say my piece and promise God my soul to keep, you make me laugh, but, darling, I must weep through bitter tears, to find the sweet. You were my pain, you were my joy and still you haunt my sleepless dreams, just like the gentle wooden horse of Troy, loving is never what it seems. Στα μονοπάτια της ζωής, γυρίζω και ρωτάω, μες στην καρδιά σου χώρεσα, στον κόσμο δε χωράω, βρέχει στης πόλης τα στενά και κάνει κρύο αντάμα, όσο πολύ πολύ κι αν έκλαψα, δε χόρτασα το κλάμα. Βουβά σηκώνω τον σταυρό, γελώ και προσπερνάω, αν τύχει μπαίνω στον χορό, αν τύχει τραγουδάω, βουβά σηκώνω τον σταυρό, γελώ και προσπερνάω, αν τύχει μπαίνω στον χορό κι αν τύχει τραγουδάω. You were my pain, you were my joy and still you haunt my sleepless dreams, just like the gentle wooden horse of Troy, loving is never what it seems."
1058;Έντεχνο;Κοίτα εγώ;Μποφίλιου Νατάσα;"Κοίτα εγώ, αν μου επιτρέπεις δεν είμαι μόνο αυτό που βλέπεις Κι είναι φορές που αναρωτιέμαι πώς καταφέρνω και κρατιέμαι Του το κρατάω αυτού του κόσμου που δε μου ανήκει ο εαυτός μου Γι αυτό τα δίχτυα που του ρίχνω είναι όσα θέλω εγώ να δείχνω Κοίτα εγώ αν θες να ξέρεις είμαι όλα αυτά που αναφέρεις Μόνο που κάπου κατά βάθος όποιος με ξέρει κάνει λάθος Του το κρατάω αυτού του κόσμου που δε μου ανήκει ο εαυτός μου Γι αυτό τα δίχτυα που του ρίχνω είναι όσα θέλω εγώ να δείχνω Κοίτα εγώ Κοίτα εγώ"
136;Pop;This is the time;Καλομοίρα Σαράντη;I got this feeling that my time has come Don't like this feeling to be on the run Don't let nobody take away your dreams Let's get it started cause you know what i mean This is the time the time of my life making it right this time i'm gonna make it This time i'm gonna shine and take what's mine i know that i can make it Nothing can stop me cause the time is right nothing can stop me i won't give up the fight I got this vision of a happy life it's my decision cause i'm living my life Don't give up And fight for your right don't give up and fight for your life
631;Έντεχνο;Μπαγάσας;Παπακωνσταντίνου Βασίλης;Aφήνω πίσω τις αγορές και τα παζάρια θέλω να τρέξω στις καλαμιές και τα λιβάδια να ξαναγίνω καβαλάρης και ξαναέλα να με πάρεις ουρανέ για δεν υπήρξα κατεργάρης και τη χρειάζομαι τη χάρη σου μωρέ Ρε μπαγάσα! Περνάς καλά εκεί πάνω μιαν ανάσα γυρεύω για να γιάνω δεν το πιστεύω να με χλευάζεις σαν σε χαζεύω δεν χαμπαριάζεις πρότεινέ μου κάποια λύση δεν θα σου παρα-κοστήσει και θα σου φτιάχνω τραγουδάκια με τα πιο όμορφα στιχάκια στο ρεφρέν για το χαμένο μου αγώνα που τ' αστεράκια μείναν μόνα να τον κλαίν'. Aφήνω πίσω το σαματά και τους ανθρώπους έχω χορτάσει κατραπακιές και ψάχνω τρόπους πως να ξεφύγω από τη μοίρα κι έχω μέσα μου πλημμύρα ουρανέ για δεν υπήρξα κατεργάρης και θα το θες να με φλερτάρεις γαλανέ Ρε μπαγάσα! Περνάς καλά εκεί πάνω κάνε πάσα καμιά ματιά και χάμω 'κει που κοιμάσαι και αρμενίζεις ξάφνου αστράφτεις και μπουμπουνίζεις κι ότι σου 'ρθει κατεβάζεις μην θαρρείς πως με ταράζεις γιατί σου φτιάχνω τραγουδάκια με τα πιο όμορφα στιχάκια στο ρεφρέν για το χαμένο μου αγώνα που τ' αστεράκια μείναν μόνα να τον κλαίν'.
9732;Παραδοσιακό Κυκλάδες;Το λουλούδακι του μπαξέ;Πάριος Γιάννης;Το λουλουδάκι του μπαξέ πως θα με πάρει μου τάξε Το λουλουδάκι του βουνού δε μ άφησε καθόλου νου Έλα να πάμε στο νησί η μάνα σου εγώ και εσύ Έλα να πάμε εκεί που λες που κάνουν τα πουλιά φωλιές
1059;Έντεχνο;Η καρδιά πονάει όταν ψηλώνει;Μποφίλιου Νατάσα;"Από μικροί μαθαίνουμε να χάνουμε η απώλεια θα μπορούσε να `ναι κούνια μας δεν μπορείς να τα χεις όλα πρώτη φράση που μαθαίνουμε από μικροί πρέπει να μοιραζόμαστε τα γλυκά και τα παιχνίδια με τ αδέρφια μας μάθε πλέον να μοιράζεσαι έτσι δίνουμε ό,τι παίρνουμε και τα χρόνια περνάνε και ό,τι τρώμε κερνάμε δίνουμε ό,τι αποκτάμε ώσπου κάτι τελειώνει... και οι άνθρωποι φεύγουν και εμείς δεν αντιδράμε μάθαμε να ξεχνάμε και να μένουμε μόνοι... μα η καρδιά πονάει όταν ψηλώνει να το θυμάσαι μικρή μου καρδιά η καρδιά πονάει πάντα όταν ψηλώνει πάντα... η καρδιά πονάει όταν ψηλώνει να το θυμάσαι μικρή μου καρδιά η καρδιά πονάει πάντα όταν ψηλώνει πάντα..."
1141;RAP;Αναδρομικά;Stavento;"’σε με εδώ τίποτα δεν ζητώ παραπάνω σε τούτο τον άθλιο καιρό όλα μοιάζουν να είναι τόσο ψεύτικα πια με γεμίζεις με αστέρια στην σκληρή μοναξιά δεν με νοιάζει αν κάποια στιγμή θα χαθείς ή σαν όλα τα άνθη κάποτε μαραθείς σήμερα είσαι εδώ, δεν κρατώ μυστικά και όλα σου τα χαρίζω προκαταβολικά ’σε με μαζί σου να περνάω τα ζόρια που τραβάω τη ζωή μου σου χρωστάω για ακόμα μια φορά να μπορώ να σε κοιτάω να σου χαμογελάω τη ζωή μου σου χρωστάω δίχως αναδρομικά Δε θα σου τάξω, δεν ξέρω αν θα αλλάξω δεν ξέρω τι μου ξημερώνει, και εντέλει πού θα αράξω σήμερα είσαι εδώ, και αυτό μου είναι αρκετό που σ' αγγίζω, σε νιώθω, με κοιτάς σε κοιτώ δεν έχω λόγια να σου πω, καμιά φορά ευχαριστώ που είσαι πλάι μου σε αυτόν, τον άθλιο καιρό δίχως εγωισμό και όχι αναδρομικά όλα εγώ σου τα δίνω προκαταβολικά ’σε με μαζί σου να περνάω τα ζόρια που τραβάω τη ζωή μου σου χρωστάω για ακόμα μια φορά να μπορώ να σε κοιτάω να σου χαμογελάω τη ζωή μου σου χρωστάω δίχως αναδρομικά"
1696;R&B;Σε έναν άγγελο μιλώ;Βαρδής Γιάννης;"Σε έναν άγγελο μιλώ.... του λέω πως δεν μπορώ να μείνω σ' αγαπώ... Οι άντρες λένε δεν κλαίνε κι οι πιο σκληροί ψέματα λένε μόνοι τους πάνε καίνε όλοι τους Παρασκευή βράδυ και στο σεντόνι μου εσύ η μυρωδιά μόνο κι αυτή, να φύγει θέλει κι αυτή Μου λείπεις μα που να το πω, θα το 'λεγα σε εσένα μα τηλέφωνα κομμένα διαγραμμένα για μένα, όλα αυτά για μένα που να το φανταστώ, μα τι λέω το τελευταίο φιλί ήταν τόσο ψυχρό.. Σε έναν άγγελο μιλώ.... του λέω πως δεν μπορώ να μείνω σ'αγαπώ... του λέω πως άγγελος ήσουν κι εσύ γι' αυτό θα ταξιδέψω να σε βρω στον ουρανό Πίσω απ' την πόρτα μήπως χτυπήσει το κινητό στο χέρι μήπως φωτίσει το αγαπημένο μας τραγούδι για κλήση καμία κλήση..... Ψάχνω στα γράμματα να βρω έστω μια κάρτα μα το κουτί είναι άδειο, δεν μπορεί να 'ναι άδειο δεν βλέπω ανάβω μια λάμπα και... άδειο κουτί άδειος κι εγώ, εσύ που μου 'λεγες πάντα εμείς , εμείς μες στο κουτί Φωτογραφίες αναμνήσεις, γράμματα αγάπης αφηγήσεις ένα χαρτάκι κολλημένο, απάνω του λέει "" μην με αφήσεις "" Σε έναν άγγελο μιλώ.... του λέω πως δεν μπορώ να μείνω σ'αγαπώ... του λέω πως άγγελος ήσουν κι εσύ γι' αυτό θα ταξιδέψω να σε βρω στον ουρανό Στην φωτιά τα χαρτιά σου θα χορέψουν οι στάχτες μαζί μου απόψε απόψε θα κάψω , απόψε θα σβήσω... απόψε ό,τι είναι δικά σου... Μες το πάγο η καρδιά σου κι αφού πάγωσε πια , δεν χτυπάει πια δεν διψάει πια για αγάπη για πάντα πετάω στην φωτιά το όνομά σου Μες τις φλόγες ξαπλώνω... κι αφού χάθηκες φλόγες , δεν νιώθω δεν νιώθω τον πόνο, αφού πόνεσα τόσο εχθρό μου το χρόνο, πιο πόνο, πέφτω πίσω θολώνω και αν μου μείναν δυνάμεις παλεύω , ιδρώνω να γράψω ότι γράφω να αφήσω σε σένα μωρό μου Θα ταξιδέψω να σε βρω στον ουρανό..."
37807;Παραδοσιακό Μικράς Ασίας;Στους απάνω μαχαλάδες (Οι μπαγλαμάδες);Κα Κούλα (Κυριακή Γιορτζή-Αντωνοπούλου);"Στους απάνω μαχαλάδες πιάσανε τρεις ντερβισάδες Και τους βαλαν στη βαγόνα και τους στείλαν στη Στρατώνα Γύρω γύρω ντερβισάδες και στη μέση μπαγλαμάδες Και φουμάρανε μαυράκι κι έτσι σπάγανε μεράκι και χορεύαν ζεϊμπεκάκι κι έτσι σπάγανε μεράκι -Γεια σου Νικολάκη Ρέλλια! -Γεια σου Παναγιώτη Μαύρε, λέω!"
